"hist1";"hist2";"hist3";"hist4";"hist5";"hist6";"hist7";"hist8";"hist9";"hist10";"histn";"geo1";"geo2";"geo3";"geo4";"geo5";"geo6";"geo7";"geo8";"geo9";"geo10";"geon";"eco1";"eco2";"eco3";"eco4";"eco5";"eco6";"eco7";"eco8";"eco9";"eco10";"econ";"litt1";"litt2";"litt3";"litt4";"litt5";"litt6";"litt7";"litt8";"litt9";"litt10";"littn";"mat1";"mat2";"mat3";"mat4";"mat5";"mat6";"mat7";"mat8";"mat9";"mat10";"matn";"sport1";"sport2";"sport3";"sport4";"sport5";"sport6";"sport7";"sport8";"sport9";"sport10";"sportn";"sexe";"annee";"bac"
"96";"Le griffon";"France";"Rome";"Louis XVII";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"Nanterre";"Océan et Japet";3;"Cuba";"Les néo-zélandais";"Le pôle sud";"La Turquie";"La France";"La Chine";24;"Le Danube";"Le Kenya";8;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";9;"Le renard";"Le Petit Poucet";"Une photo";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";NA;NA;5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse d’un objet dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des rationnels";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;4;"Italie";"La pétanque";"Le volley-ball";"400 points";"Bleue";"Les défenseurs";24;4;1940;82;6;"Un homme";"L2";"Bac ES"
"97";"Le sphinx";"France";"Lisbonne";"Louis XVI";"Suisse";"Neil Armstrong";"500 ans";"Henri IV";"Panthéon-Assas";"Cronos et Rhéa";4;"Cuba";"Les maoris";"Le pôle nord";"L'Ukraine";"La France";"L'Allemagne";6;"Le Rhin";"Le Sri-Lanka";4;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Le gouvernement";"La hausse des taxes";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";3;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Pilgrim";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un couturier";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de rotation de la terre";"Galilée";"La fusion d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"5 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";7;3;"Italie";"Le surf";"Le volley-ball";"200 points";"Bleue";"Les défenseurs";16;5;1896;82;5;"Une femme";"L1";"Bac S"
"98";"Le sphinx";"Angleterre";"Lisbonne";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"François 1er";"La Sorbonne";"Hypérion et Rhéa";8;"Cuba";"Les mahorais";"Le pôle sud";"La Russie";"L'Allemagne";"La Chine";24;"Le Danube";"Le Sri-Lanka";6;9;"Taxe";"Les ressources sont limités";"David Ricardo";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse des taxes";"Le coût total des dépenses faites pendant la durée des études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";9;"Le renard";"Le chat botté";"Un dé";"Jean-Luc";"Rossinante";"Voltaire";"Cosette";"Florence";"La lettre à Élise";"Un compositeur d’opéra";6;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;3;"Italie";"Le surf";"Le volley-ball";"300 points";"Bleue";"Le goal";8;4;1896;88;6;"Un homme";"L2";"Bac ES"
"99";"Le griffon";"France";"Paris";"Napoléon II";"Angleterre";"Neil Armstrong";"1000 ans";"François 1er";"Nanterre";"Cronos et Rhéa";7;"Cuba";"Les aborigènes";"Le pôle nord";"L'Ukraine";"L'Allemagne";"L'Allemagne";24;"Le Danube";"Le Monténégro";6;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse des marges des producteurs";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";9;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Florence";"l’hymne à la joie";"Un compositeur d’opéra";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";NA;"Étudier la fonction √x sur ]-∞ à 0]";NA;8;NA;"La pétanque";NA;NA;"Bleue";"Le goal";24;4;1896;72;6;"Une femme";"L2";"Bac S"
"100";"Le griffon";"Allemagne";"Rome";"Louis XVI";"Suisse";"Yuri Gagarine";"750 ans";"François 1er";"Nanterre";"Cronos et Rhéa";3;"Cuba";"Les maoris";"Le pôle sud";"La Turquie";"La France";"La Chine";24;"Le Danube";"La Tanzanie";6;3;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des marges des producteurs";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La baisse du prix modifie la quantité consommée";5;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Florence";"La lettre à Élise";"Un peintre";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Albert Einstein";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Brésil";"Le rugby à sept";"Le volley-ball";"400 points";"Bleue";"Les défenseurs";24;5;1740;82;3;"Une femme";"L1";"Bac S"
"101";"Le sphinx";"Allemagne";"Rome";"Napoléon";"Suisse";"Neil Armstrong";"500 ans";"François 1er";"La Sorbonne";"Cronos et Rhéa";5;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"La Chine";24;"Le Rhin";"La Tanzanie";6;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";6;"Le renard";"Le Petit Poucet";"Un dé";"Jean-Baptiste";"Pilgrim";"Voltaire";"Eponine";"Florence";"Fidelio";"Un peintre";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse d’un objet dans le vide";"Galilée";"La fusion d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des réels";"8 ème";"Une courbe ayant une ordonnée donnée pour 2 abcisses";6;4;"Allemagne";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";16;6;1903;82;6;"Un homme";"L2";"Bac ES"
"102";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les mahorais";"Le pôle sud";"La Russie";"L'Allemagne";"La Russie";24;"La Volga";"La Tanzanie";6;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";NA;"Redistributif";"La hausse du prix modifie la quantité consommée";7;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";8;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";NA;5;"Italie";NA;NA;"300 points";"Verte";"Les attaquants";16;4;1896;88;6;"Une femme";"L3";"Bac ES"
"103";"Le succube";"Allemagne";"Bruxelles";"Louis XVI";"Allemagne";"Yuri Gagarine";"500 ans";"François 1er";"Nanterre";"Cronos et Rhéa";7;"Martinique";"Les maoris";"Le pôle sud";"La Turquie";"L'Espagne";"La Russie";24;"Le Rhin";"Le Sri-Lanka";8;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"Un bien dont le prix ne peut pas varier";8;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un écrivain";6;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;8;"Italie";"La pétanque";"Le volley-ball";"300 points";"Orange";"Les centraux";16;4;1903;88;6;"Un homme";"L1";"Bac ES"
"104";"Le sphinx";"Angleterre";"Lisbonne";"Louis XVI";"Angleterre";"Neil Armstrong";"500 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";2;"Cuba";"Les aborigènes";"Le pôle sud";"La Russie";"La France";"La Chine";24;"Le Danube";"Le Kenya";6;4;"Taxe";"Les ressources sont limités";"Adam Smith";"Le choc pétrolier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";9;"Le renard";"Le chat botté";"Un dé";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Venise";"l’hymne à la joie";"Un écrivain";5;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;4;"Italie";"La pétanque";"Le volley-ball";"400 points";"Jaune";"Les défenseurs";24;4;1903;82;4;"Un homme";"L3";"Bac ES"
"105";"Le griffon";"Chine";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les aborigènes";"Le pôle sud";"La Turquie";"L'Allemagne";"L'Allemagne";24;"Le Rhin";"Le Kenya";8;6;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse des marges des producteurs";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";8;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un couturier";5;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;5;"Italie";"Le surf";"Le volley-ball";"300 points";"Orange";"Les attaquants";24;4;1903;88;4;"Un homme";"L2";"Bac S"
"106";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"L'Allemagne";24;"Le Rhin";"Le Kenya";8;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Réserve de valeur";"La hausse du prix ne modifie pas la quantité consommée";8;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Pierre";"Rossinante";"Voltaire";"Cosette";"Florence";"La lettre à Élise";"Un compositeur d’opéra";6;"exponnentiel";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes de plutonium";"Gausse et Galton";"L'ensemble des réels";"6 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;4;"Italie";"La pétanque";"Le basket-ball";"400 points";"Bleue";"Les attaquants";24;5;1896;75;4;"Un homme";"L2";"Bac S"
"107";"Le griffon";"Allemagne";"Rome";"Napoléon II";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"L'Allemagne";"L'Allemagne";24;"La Volga";"Le Sri-Lanka";8;8;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";8;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Fidelio";"Un peintre";7;"exponentielle";"On ne peut pas dépasser la vitesse de la lumière";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;8;"Allemagne";"La pétanque";"Le handball";"300 points";"Bleue";"Les attaquants";24;6;1896;88;6;"Une femme";"L1";"Bac S"
"108";"Le sphinx";"Chine";"Rome";"Louis XVI";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"La Sorbonne";NA;9;"Cuba";"Les mahorais";"L'équateur";"La Turquie";"Le Royaume-Uni";"L'Allemagne";24;"Le Rhin";"La Tanzanie";6;7;"Tarif";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un type de production";"L’intérêt personnel et les prix";"La hausse du coût du transport";"Zéro pour les étudiants qui se font payer leurs études";"Redistributif";"La hausse du prix modifie la quantité consommée";5;"Le renard";"Le Petit Poucet";NA;"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"La lettre à Élise";"Un peintre";8;"exponentielle";NA;"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des rationnels";"5 ème";"Une courbe ayant une ordonnée donnée pour 2 abcisses";6;2;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Le goal";16;4;1896;88;6;"Une femme";"L2";"Bac L"
"109";"Le sphinx";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Louis XIV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les aborigènes";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Danube";"La Tanzanie";6;8;"Taux";"Les ressources sont limités";"David Ricardo";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le Petit Poucet";"Une photo";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Naples";"Fidelio";"Un compositeur d’opéra";6;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fission d’atomes d’uranium";"Laplace et Galton";"L'ensemble des réels";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Italie";"La pétanque";"Le tennis";"300 points";"Bleue";"Les attaquants";24;6;1896;72;4;"Un homme";"L1";"Bac S"
"110";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";8;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Rhin";"La Tanzanie";8;10;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Une quantité";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Unité de compte";NA;5;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";8;"exponentielle";"On ne peut pas dépasser la vitesse de la lumière";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";NA;5;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";16;5;1896;82;6;"Un homme";"L1";"Bac S"
"111";"Le sphinx";"Angleterre";"Lisbonne";"Napoléon II";"Suisse";"Yuri Gagarine";"750 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";2;"Cuba";"Les aborigènes";"Le pôle nord";"L'Ukraine";"L'Allemagne";"La Russie";6;"Le Danube";"La Tanzanie";6;2;"Taxe";"Les ressources sont limités";"Adam Smith";"Le choc pétrolier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Redistributif";"La baisse du prix modifie la quantité consommée";3;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Rossinante";"Voltaire";"Marie";"Vérone";"Don Giovanni";"Un peintre";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse du plasma dans l’air";"Galilée";"La fusion d’atomes d’uranium";"Gausse et Galton";"L'ensemble des réels";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";12;2;"Brésil";"Le surf";"Le volley-ball";"600 points";"Verte";"Le goal";12;5;1896;75;1;"Une femme";"L1";"Bac ES"
"112";"Le sphinx";"Allemagne";"Rome";"Napoléon II";"Angleterre";"Neil Armstrong";"1000 ans";"Charlemagne";"Nanterre";"Cronos et Rhéa";3;"Cuba";"Les aborigènes";"Le pôle nord";"L'Ukraine";"La France";"L'Allemagne";24;"Le Danube";"La Tanzanie";6;3;"Taxe";"Les ressources sont limités";"Thomas Malthus";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Réserve de valeur";NA;3;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"l’hymne à la joie";NA;4;"exponentielle";"La découvert du photon";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes de plutonium";NA;"L'ensemble des réels";"5 ème";"Étudier la fonction √x sur ]-∞ à 0]";NA;2;"Italie";"Le surf";"Le tennis";"200 points";NA;NA;24;NA;NA;NA;2;"Une femme";"L1";"Bac ES"
"113";"Le griffon";"Allemagne";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";7;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"L'Allemagne";12;"Le Danube";"Le Kenya";6;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";9;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Florence";"Fidelio";"Un couturier";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";"7 ème";"Multiplier une constante par une fraction ayant 0 au numérateur";6;7;"Italie";"Le rugby à sept";"Le volley-ball";"300 points";"Bleue";"Les défenseurs";24;4;1940;72;4;"Un homme";"L3";"Bac ES"
"114";"Le griffon";"Chine";"Bruxelles";"Napoléon II";"Angleterre";"Yuri Gagarine";"750 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";6;"Cuba";"Les maoris";"Le pôle nord";"La Russie";"L'Allemagne";"La Chine";12;"Le Danube";"La Tanzanie";8;5;"Taxe";"Les ressources sont limités";"David Ricardo";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"Don Giovanni";"Un peintre";5;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse d’un objet dans le vide";"Ole Römer";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"6 ème";"Une courbe ayant une ordonnée donnée pour 2 abcisses";7;5;"Italie";"La pétanque";"Le tennis";"300 points";"Orange";"Les attaquants";16;4;1896;75;7;"Un homme";"L3";"Bac S"
"115";"Le griffon";"Angleterre";"Rome";"Napoléon";"Angleterre";"Yuri Gagarine";"500 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";6;"Cuba";"Les maoris";"L'équateur";"La Turquie";"Le Royaume-Uni";"La Russie";12;"La Volga";"Le Monténégro";8;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";9;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Florence";"Fidelio";"Un couturier";6;"exponentielle";"On ne peut pas dépasser la vitesse de la lumière";"La vitesse d’un objet dans le vide";"Ole Römer";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"7 ème";"Étudier la fonction √x sur ]-∞ à 0]";12;5;"Italie";"Le rugby à sept";"Le volley-ball";"400 points";"Bleue";"Les centraux";24;6;1896;88;5;"Une femme";"L3";"Bac ES"
"116";"Le sphinx";"Chine";"Bruxelles";"Napoléon";"Angleterre";"Buzz Aldrin";"750 ans";"François 1er";"La Sorbonne";"Cronos et Rhéa";6;"Cuba";"Les néo-zélandais";"Le pôle sud";"La Russie";"L'Allemagne";"La Chine";12;"Le Rhin";"Le Sri-Lanka";4;6;"Taux";"Les ressources sont limités";"Karl Marx";"Le Krash boursier";"Une quantité";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Unité de compte";"La baisse du prix modifie la quantité consommée";4;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Flicka";"Voltaire";"Cosette";"Vérone";"l’hymne à la joie";"Un peintre";7;"expodentiel";"Le mur du son est mesuré à Mach 1";"La vitesse de rotation de la terre";"Nicolas Tesla";"La fusion d’atomes d’uranium";"Galton et Quetelet";"L'ensemble des réels";"7 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;3;"Italie";"La pétanque";"Le handball";"300 points";"Orange";"Les centraux";12;4;1940;75;6;"Un homme";"L1";"Bac ES"
"117";"Le sphinx";"Allemagne";"Rome";"Napoléon II";"France";"Neil Armstrong";"750 ans";"Henri IV";"Nanterre";"Cronos et Rhéa";4;"Cuba";"Les maoris";"Le pôle sud";"La Russie";"La France";"L'Allemagne";12;"Le Danube";"Le Sri-Lanka";6;8;"Taxe";"Les ressources sont limités";"Adam Smith";"La Crise des subprimes";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";6;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Rossinante";"Voltaire";"Cosette";"Vérone";"La lettre à Élise";"Un couturier";4;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Galilée";"La fission d’atomes d’uranium";"Gausse et Galton";"L'ensemble des complexes";"6 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;5;"Italie";"La pétanque";"Le volley-ball";"400 points";"Bleue";"Les défenseurs";12;6;1940;72;7;"Un homme";"L1";"Bac S"
"118";"Le sphinx";"Allemagne";"Rome";"Napoléon II";"Angleterre";"Yuri Gagarine";"1000 ans";"Henri IV";"La Sorbonne";"Cronos et Rhéa";10;"Cuba";"Les maoris";"Le pôle nord";"La Turquie";"L'Allemagne";"La Chine";24;"Le Danube";"Le Kenya";8;7;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"L’intérêt personnel et les prix";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix modifie la quantité consommée";10;"Le renard";"Le Petit Poucet";"Une toupie";"Jean-Baptiste";"Rossinante";"Voltaire";"Fantine";"Florence";"Fidelio";"Un compositeur d’opéra";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fission d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"Étudier la fonction √x sur ]-∞ à 0]";7;5;"Italie";"La pétanque";"Le volley-ball";"300 points";"Bleue";"Les attaquants";16;4;1940;75;3;"Un homme";"L3";"Bac ES"
"119";"Le sphinx";"France";"Lisbonne";"Napoléon II";"Angleterre";"Neil Armstrong";"750 ans";"Henri IV";"Panthéon-Assas";"Cronos et Rhéa";5;"Cuba";"Les mahorais";"Le pôle nord";"La Russie";"L'Allemagne";"L'Allemagne";12;"Le Danube";"La Tanzanie";6;5;"Taxe";"Les ressources sont limités";"Adam Smith";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"La valeur de la meilleure opportunité que l’étudiant ne prend pas pour faire ses études";"Redistributif";"La hausse du prix ne modifie pas la quantité consommée";7;"Le renard";"Le chat botté";"Une bague";"Jean-Baptiste";"Bucéphale";"Voltaire";"Cosette";"Vérone";"La lettre à Élise";"Un écrivain";6;"exponentielle";"Le mur du son est mesuré à Mach 1";"La vitesse de la lumière dans le vide";"Nicolas Tesla";"La fusion d’atomes de plutonium";"Gausse et Laplace";"L'ensemble des complexes";"8 ème";"La somme de tout les entiers positif (donc de 1 à +∞) est égal à -1/12";7;4;"Italie";"Le surf";"Le volley-ball";"400 points";"Orange";"Les attaquants";24;6;1896;82;3;"Une femme";"L2";"Bac S"
"120";"Le sphinx";"Angleterre";"Paris";"Napoléon";"France";"Neil Armstrong";"750 ans";"Louis XIV";"La Sorbonne";"Océan et Japet";5;"Jamaïque";"Les néo-zélandais";"Le pôle nord";"La Turquie";"Le Royaume-Uni";"La Chine";24;"La Loire";"La Tanzanie";6;3;"Taxe";"Les ressources sont limités";"Thomas Malthus";"Le Krash boursier";"Un prix";"Les entreprises";"La hausse du prix du baril de pétrole";"Le coût total des dépenses faites pendant la durée des études";"Réserve de valeur";"Un bien dont le prix ne peut pas varier";5;"Le renard";"Le chat botté";"Une toupie";"Jean-Baptiste";"Flicka";"Rousseau";"Marie";"Florence";"Don Giovanni";"Un peintre";3;"exponnentiel";"La découvert du photon";"La vitesse de rotation de la terre";"Albert Einstein";"La fusion d’atomes d’uranium";"Gausse et Laplace";"L'ensemble des réels";"6 ème";"Étudier la fonction √x sur ]-∞ à 0]";NA;3;"Brésil";"Le rugby à sept";"Le tennis";"200 points";"Jaune";NA;24;NA;1940;75;3;"Une femme";"L3";"Bac S"
